Clock type: CPU
Ordered by: ttot, desc

name                                  ncall  tsub      ttot      tavg
..y:105 WeakValueDictionary.__init__  1      0.000004  0.000012  0.000012
..p>:165 _ModuleLockManager.__init__  17     0.000012  0.000012  0.000001
..28 _ApplicationRouter.process_rule  2      0.000005  0.000012  0.000006
..erver.py:152 HTTPServer.initialize  1      0.000008  0.000012  0.000012
..hon3.10/sre_compile.py:447 _simple  2      0.000004  0.000012  0.000006
..portlib._bootstrap>:48 _new_module  13     0.000012  0.000012  0.000001
..re_parse.py:161 SubPattern.__len__  8      0.000008  0.000012  0.000001
..encodings/idna.py:147 Codec.encode  1      0.000007  0.000011  0.000011
..nection.py:122 Connection.__init__  12     0.000011  0.000011  0.000001
..0/multiprocessing/util.py:48 debug  18     0.000011  0.000011  0.000001
...10/typing.py:801 TypeVar.__init__  1      0.000007  0.000011  0.000011
../sre_parse.py:234 Tokenizer.__next  10     0.000011  0.000011  0.000001
..re_parse.py:225 Tokenizer.__init__  2      0.000007  0.000010  0.000005
..:428 WeakKeyDictionary.__setitem__  4      0.000010  0.000010  0.000003
..zipimport>:64 zipimporter.__init__  1      0.000005  0.000010  0.000010
..al>:1040 SourceFileLoader.__init__  13     0.000009  0.000009  0.000001
..sre_parse.py:173 SubPattern.append  6      0.000007  0.000009  0.000002
..ctions_abc.py:156 __subclasshook__  1      0.000006  0.000009  0.000009
..thon3.10/threading.py:782 _newname  2      0.000009  0.000009  0.000004
..nchronize.py:90 Lock._make_methods  10     0.000008  0.000008  0.000001
..on3.10/functools.py:668 <listcomp>  10     0.000008  0.000008  0.000001
..p_external>:646 _validate_hash_pyc  11     0.000008  0.000008  0.000001
..strap>:412 ModuleSpec.has_location  16     0.000008  0.000008  0.000000
...py:290 WeakValueDictionary.update  1      0.000005  0.000008  0.000008
..874 SourceFileLoader.create_module  13     0.000007  0.000007  0.000001
..1065 SourceFileLoader.get_filename  13     0.000007  0.000007  0.000001
..10/threading.py:1198 Thread.daemon  2      0.000006  0.000007  0.000003
..10/sre_parse.py:287 Tokenizer.tell  4      0.000005  0.000007  0.000002
..compile.py:485 _get_literal_prefix  2      0.000005  0.000006  0.000003
..on3.10/sre_compile.py:619 isstring  4      0.000005  0.000006  0.000002
..r/lib/python3.10/bz2.py:26 BZ2File  1      0.000006  0.000006  0.000006
..ctions_abc.py:409 __subclasshook__  12     0.000006  0.000006  0.000001
..ext.py:187 ForkContext.get_context  12     0.000006  0.000006  0.000000
..rnado/util.py:338 configured_class  1      0.000004  0.000006  0.000006
..multiprocessing/queues.py:35 Queue  1      0.000006  0.000006  0.000006
..y:197 ForkContext.get_start_method  12     0.000006  0.000006  0.000000
..n3.10/sre_parse.py:82 State.groups  4      0.000004  0.000006  0.000001
...py:330 AsyncIOMainLoop.initialize  1      0.000003  0.000006  0.000006
..on3.10/functools.py:745 <listcomp>  2      0.000004  0.000006  0.000003
..ootstrap_external>:164 _path_isdir  1      0.000001  0.000006  0.000006
..:2146 Application._load_ui_modules  1      0.000004  0.000006  0.000006
..16 _ApplicationRouter.process_rule  2      0.000005  0.000006  0.000003
..cessing/synchronize.py:360 Barrier  1      0.000004  0.000006  0.000006
..ython3.10/typing.py:1022 <genexpr>  10     0.000005  0.000005  0.000001
..n3.10/typing.py:223 _check_generic  3      0.000004  0.000005  0.000002
../connection.py:119 _ConnectionBase  1      0.000005  0.000005  0.000005
..sing/process.py:37 current_process  10     0.000005  0.000005  0.000000
..rnado/routing.py:444 Rule.__init__  2      0.000003  0.000004  0.000002
..es/tornado/util.py:221 re_unescape  1      0.000003  0.000004  0.000004
..hon3.10/sre_parse.py:928 fix_flags  2      0.000003  0.000004  0.000002
..lib/python3.10/lzma.py:38 LZMAFile  1      0.000004  0.000004  0.000004
..tempfile.py:805 TemporaryDirectory  1      0.000004  0.000004  0.000004
..utils_hack/__init__.py:96 <lambda>  9      0.000004  0.000004  0.000000
..bootstrap_external>:1500 <genexpr>  8      0.000004  0.000004  0.000000
..:2131 Application._load_ui_methods  1      0.000003  0.000004  0.000004
..e_parse.py:112 SubPattern.__init__  4      0.000004  0.000004  0.000001
..3.10/threading.py:553 Event.is_set  6      0.000003  0.000003  0.000001
..ocessing/queues.py:337 SimpleQueue  1      0.000003  0.000003  0.000003
..iprocessing/popen_fork.py:12 Popen  1      0.000003  0.000003  0.000003
..hon3.10/functools.py:479 lru_cache  1      0.000003  0.000003  0.000003
..lections/__init__.py:402 <genexpr>  4      0.000003  0.000003  0.000001
..ocessing/synchronize.py:46 SemLock  1      0.000003  0.000003  0.000003
..ile.py:456 _generate_overlap_table  1      0.000002  0.000003  0.000003
..reading.py:1183 _MainThread.daemon  2      0.000003  0.000003  0.000001
..process.py:583 ProcessPoolExecutor  1      0.000003  0.000003  0.000003
..ng/util.py:368 ForkAwareThreadLock  1      0.000003  0.000003  0.000003
...10/sre_parse.py:76 State.__init__  2      0.000003  0.000003  0.000001
..on3.10/functools.py:723 <listcomp>  4      0.000003  0.000003  0.000001
..llections_abc.py:78 _check_methods  1      0.000003  0.000003  0.000003
..pserver.py:108 HTTPServer.__init__  1      0.000003  0.000003  0.000003
..ssing/connection.py:353 Connection  1      0.000003  0.000003  0.000003
..0/sre_parse.py:250 Tokenizer.match  4      0.000003  0.000003  0.000001
..threading.py:1493 _register_atexit  1      0.000002  0.000003  0.000003
...py:368 WeakKeyDictionary.__init__  1      0.000002  0.000002  0.000002
..compile.py:516 _get_charset_prefix  1      0.000002  0.000002  0.000002
..ssing/synchronize.py:210 Condition  1      0.000002  0.000002  0.000002
..latform/asyncio.py:287 AsyncIOLoop  1      0.000002  0.000002  0.000002
..on3.10/functools.py:724 <listcomp>  4      0.000002  0.000002  0.000001
../futures/process.py:161 _SafeQueue  1      0.000002  0.000002  0.000002
..:1163 ExtensionFileLoader.__init__  3      0.000002  0.000002  0.000001
..ncio.py:120 assign_thread_identity  1      0.000001  0.000002  0.000002
..on3.10/functools.py:741 is_related  2      0.000002  0.000002  0.000001
..10/sre_compile.py:477 _get_iscased  3      0.000002  0.000002  0.000001
..ltiprocessing/util.py:182 Finalize  1      0.000002  0.000002  0.000002
..cessing/connection.py:437 Listener  1      0.000002  0.000002  0.000002
..cess.py:259 _ExecutorManagerThread  1      0.000002  0.000002  0.000002
..ython3.10/queue.py:206 Queue._init  2      0.000002  0.000002  0.000001
..1183 _ExecutorManagerThread.daemon  2      0.000002  0.000002  0.000001
...py:237 DefaultContext.get_context  2      0.000002  0.000002  0.000001
..python3.10/typing.py:810 <genexpr>  1      0.000002  0.000002  0.000002
..g/__init__.py:1307 Manager.disable  1      0.000002  0.000002  0.000002
..HTTP1ConnectionParameters.__init__  1      0.000002  0.000002  0.000002
..ttpserver.py:196 configurable_base  3      0.000002  0.000002  0.000001
.._.py:1710 Logger.getEffectiveLevel  1      0.000002  0.000002  0.000002
..mpfile.py:416 _TemporaryFileCloser  1      0.000001  0.000001  0.000001
..empfile.py:132 _RandomNameSequence  1      0.000001  0.000001  0.000001
..utures/process.py:66 _ThreadWakeup  1      0.000001  0.000001  0.000001
..arse.py:169 SubPattern.__setitem__  2      0.000001  0.000001  0.000001
..on3.10/functools.py:753 <listcomp>  2      0.000001  0.000001  0.000001
..essing/queues.py:294 JoinableQueue  1      0.000001  0.000001  0.000001
..pfile.py:459 _TemporaryFileWrapper  1      0.000001  0.000001  0.000001
...10/typing.py:722 TypeVar.__init__  1      0.000001  0.000001  0.000001
..orm/asyncio.py:263 AsyncIOMainLoop  1      0.000001  0.000001  0.000001
..io.py:374 AnyThreadEventLoopPolicy  1      0.000001  0.000001  0.000001
..do/ioloop.py:320 configurable_base  2      0.000001  0.000001  0.000001
..50 _ApplicationRouter.process_rule  2      0.000001  0.000001  0.000001
..rocessing/synchronize.py:321 Event  1      0.000001  0.000001  0.000001
..ssing/synchronize.py:123 Semaphore  1      0.000001  0.000001  0.000001
..g/connection.py:584 SocketListener  1      0.000001  0.000001  0.000001
..onnection.py:770 ConnectionWrapper  1      0.000001  0.000001  0.000001
..rocessing/reduction.py:43 register  1      0.000001  0.000001  0.000001
..ynchronize.py:142 BoundedSemaphore  1      0.000001  0.000001  0.000001
..es/process.py:118 _RemoteTraceback  1      0.000001  0.000001  0.000001
..rocessing/synchronize.py:184 RLock  1      0.000001  0.000001  0.000001
..processing/synchronize.py:159 Lock  1      0.000001  0.000001  0.000001
..ess.py:124 _ExceptionWithTraceback  1      0.000001  0.000001  0.000001
<string>:1 <module>                   1      0.000001  0.000001  0.000001
..cessing/util.py:385 ForkAwareLocal  1      0.000001  0.000001  0.000001
..t/futures/process.py:153 _CallItem  1      0.000001  0.000001  0.000001
..futures/process.py:147 _ResultItem  1      0.000001  0.000001  0.000001
..sing/connection.py:792 XmlListener  1      0.000001  0.000001  0.000001
..t/futures/process.py:140 _WorkItem  1      0.000001  0.000001  0.000001
..s/process.py:576 BrokenProcessPool  1      0.000001  0.000001  0.000001
..hon3.10/shutil.py:62 SameFileError  1      0.000001  0.000001  0.000001
..es/tornado/netutil.py:105 <lambda>  1      0.000001  0.000001  0.000001
../lib/python3.10/shutil.py:59 Error  1      0.000001  0.000001  0.000001
../python3.10/shutil.py:69 ExecError  1      0.000001  0.000001  0.000001
...10/shutil.py:79 _GiveupOnFastCopy  1      0.000001  0.000001  0.000001
..hon3.10/shutil.py:75 RegistryError  1      0.000001  0.000001  0.000001
..pserver.py:144 HTTPServer.__init__  1      0.000001  0.000001  0.000001
..3.10/shutil.py:65 SpecialFileError  1      0.000001  0.000001  0.000001
../python3.10/shutil.py:72 ReadError  1      0.000001  0.000001  0.000001
..server.py:200 configurable_default  1      0.000001  0.000001  0.000001
..do/platform/__init__.py:1 <module>  1      0.000001  0.000001  0.000001
..y:281 AsyncIOMainLoop.make_current  1      0.000001  0.000001  0.000001
..current/futures/process.py:314 run  2      0.000000  0.000000  0.000000
..app.py:121 DataReceiverHandler.get  1      0.000000  0.000000  0.000000
..platform_supports_abstract_sockets  1      0.000000  0.000000  0.000000
..ultiprocessing/queues.py:211 _feed  2      0.000000  0.000000  0.000000
..ib/python3.10/threading.py:942 run  2      0.000000  0.000000  0.000000

name           id     tid              ttot      scnt
_MainThread    0      140507214088000  9.049375  24105
..nagerThread  1      140507190060736  8.294751  18786
..nagerThread  3      140507103622848  5.071086  16128
Thread         4      140507095230144  1.737731  11440
Thread         2      140507181668032  1.128464  11766
